ID,Pred
2015_3110_3366,0.15116459481563627
2015_3110_3371,0.06394893125456895
2015_3110_3376,0.0005700210355273699
2015_3110_3378,0.01041176824074282
2015_3110_3383,0.16985173296452086
2015_3110_3390,0.002172893909444083
2015_3110_3393,0.05251667751049606
2015_3110_3397,0.0012187912185149426
2015_3110_3398,0.22976633533547738
2015_3110_3400,0.005492078967544554
2015_3110_3401,0.02250508539187851
2015_3110_3408,0.1102520727047063
2015_3110_3443,0.0884775975450932
2015_3110_3449,0.021508933776929504
2015_3110_3453,0.06058201741756238
2015_3110_3455,0.18753408294929638
2015_3113_3114,0.6672523020277877
2015_3113_3116,0.7562651211694895
2015_3113_3124,0.07196008846257779
2015_3113_3129,0.9981757858732496
2015_3113_3140,0.9966799081363789
2015_3113_3143,0.6361823653789676
2015_3113_3151,0.7706159163439724
2015_3113_3163,0.0011899407654733772
2015_3113_3169,0.9780164673492237
2015_3113_3173,0.7915809151289598
2015_3113_3177,0.3369630362961863
2015_3113_3181,0.752737282935632
2015_3113_3195,0.7187745595227266
2015_3113_3199,0.12891106661219834
2015_3113_3203,0.6459951273987892
2015_3113_3211,0.7364831690654997
2015_3113_3234,0.5311736798281745
2015_3113_3235,0.7531803001960411
2015_3113_3241,0.9855170405951779
2015_3113_3246,0.4677591277434204
2015_3113_3251,0.9502130104504664
2015_3113_3257,0.28127229136530185
2015_3113_3261,0.7119821968047818
2015_3113_3268,0.1386927888531775
2015_3113_3274,0.6798369082896795
2015_3113_3278,0.591395407402225
2015_3113_3280,0.28616847830524167
2015_3113_3285,0.997313681129873
2015_3113_3304,0.798093477636213
2015_3113_3308,0.997139377961918
2015_3113_3314,0.49280062557070964
2015_3113_3321,0.6879218158666804
2015_3113_3322,0.9979182257053698
2015_3113_3323,0.030530558728348613
2015_3113_3325,0.986328858664912
2015_3113_3326,0.6959706267610818
2015_3113_3328,0.6968455860377379
2015_3113_3329,0.7226255189068173
2015_3113_3333,0.1700354566506444
2015_3113_3338,0.6807753226177766
2015_3113_3343,0.17116203045131057
2015_3113_3346,0.9885754728616557
2015_3113_3353,0.7607682556767904
2015_3113_3355,0.9980279488825865
2015_3113_3366,0.990757316286113
2015_3113_3371,0.7760238807111862
2015_3113_3376,0.04040296530104273
2015_3113_3378,0.7058905574413632
2015_3113_3383,0.9978731056669253
2015_3113_3390,0.6337020477651447
2015_3113_3393,0.7640392503814578
2015_3113_3397,0.16304570907357593
2015_3113_3398,0.997471066889786
2015_3113_3400,0.7298489971773964
2015_3113_3401,0.6864498662227336
2015_3113_3408,0.9813063166646427
2015_3113_3443,0.9823805874649129
2015_3113_3449,0.6835338660811305
2015_3113_3453,0.6491348431323231
2015_3113_3455,0.9765876631707805
2015_3114_3116,0.5769006818970894
2015_3114_3124,0.01820460740229861
2015_3114_3129,0.6844914307467521
2015_3114_3140,0.7412226447513551
2015_3114_3143,0.2880401900239925
2015_3114_3151,0.1150964207444712
2015_3114_3163,0.0009050903323900687
2015_3114_3169,0.3994952369382659
2015_3114_3173,0.49584072716952293
2015_3114_3177,0.11960744801481724
2015_3114_3181,0.03132890991165979
2015_3114_3195,0.1898815855247814
2015_3114_3199,0.04817582929462832
2015_3114_3203,0.10879271512381364
2015_3114_3211,0.3245031189946778
2015_3114_3234,0.24693318172385656
2015_3114_3235,0.29088955941868655
2015_3114_3241,0.36899031704406676
2015_3114_3246,0.04529049956163967
2015_3114_3251,0.6442134550181138
2015_3114_3257,0.23837342378020113
2015_3114_3261,0.38478445392746197
2015_3114_3268,0.008061233825961042
2015_3114_3274,0.6406507655581012
2015_3114_3278,0.6089819283565181
2015_3114_3280,0.2430670548858961
2015_3114_3285,0.886411013806407
2015_3114_3304,0.25766157055080074
2015_3114_3308,0.8465828479048989
2015_3114_3314,0.17920367193593043
2015_3114_3321,0.32916705544448627
2015_3114_3322,0.9085908998550878
2015_3114_3323,0.006220069455941654
2015_3114_3325,0.7456836459538795
2015_3114_3326,0.3216099371653784
2015_3114_3328,0.6025321862669388
2015_3114_3329,0.38336527043379753
2015_3114_3333,0.31866389411488033
2015_3114_3338,0.669102358245315
2015_3114_3343,0.02215620131663253
2015_3114_3346,0.3037551530728679
2015_3114_3353,0.2722260719568966
2015_3114_3355,0.7988549237014998
2015_3114_3366,0.8033763510960427
2015_3114_3371,0.4446467949522743
2015_3114_3376,0.008326110608815955
2015_3114_3378,0.25187032151962596
2015_3114_3383,0.8443576690985614
2015_3114_3390,0.13627824382716308
2015_3114_3393,0.30154842246066393
2015_3114_3397,0.16469866555043206
2015_3114_3398,0.6278540773966749
2015_3114_3400,0.14723122018255203
2015_3114_3401,0.40736381378767544
2015_3114_3408,0.22720673501290123
2015_3114_3443,0.24921972395131084
2015_3114_3449,0.43531881872628014
2015_3114_3453,0.25533583945225674
2015_3114_3455,0.35753739998664696
2015_3116_3124,0.013285963639222102
2015_3116_3129,0.5795182809840684
2015_3116_3140,0.5453575095432581
2015_3116_3143,0.15819187315382957
2015_3116_3151,0.1755299557632607
2015_3116_3163,0.000556710822941748
2015_3116_3169,0.38672477035661457
2015_3116_3173,0.2303738124824417
2015_3116_3177,0.0979994755856281
2015_3116_3181,0.05890041394642978
2015_3116_3195,0.045522484382762525
2015_3116_3199,0.033137382297666614
2015_3116_3203,0.16968878876872562
2015_3116_3211,0.0942366533332005
2015_3116_3234,0.07191078936830883
2015_3116_3235,0.1873228162312028
2015_3116_3241,0.149427038596763
2015_3116_3246,0.06454259150033997
2015_3116_3251,0.4177495196765566
2015_3116_3257,0.1526915234536948
2015_3116_3261,0.306478249193055
2015_3116_3268,0.001925922260614711
2015_3116_3274,0.25736446929431905
2015_3116_3278,0.29289625569132977
2015_3116_3280,0.10319859288289472
2015_3116_3285,0.7276036747606932
2015_3116_3304,0.20547313465507594
2015_3116_3308,0.5720432037744518
2015_3116_3314,0.12235150212447297
2015_3116_3321,0.11444646771508499
2015_3116_3322,0.47470124853128587
2015_3116_3323,0.0010522851191093238
2015_3116_3325,0.6008730875840771
2015_3116_3326,0.06453210529600785
2015_3116_3328,0.06754037057620692
2015_3116_3329,0.15944776836577063
2015_3116_3333,0.2804853249971599
2015_3116_3338,0.1664408759260375
2015_3116_3343,0.00045716794463658247
2015_3116_3346,0.29530854256839695
2015_3116_3353,0.2016566601806442
2015_3116_3355,0.41002711740319336
2015_3116_3366,0.3245234410404928
2015_3116_3371,0.37204782008082593
2015_3116_3376,0.0023807409680890435
2015_3116_3378,0.07583843918019972
2015_3116_3383,0.3949654052499135
2015_3116_3390,0.18010685780361868
2015_3116_3393,0.09953525945232013
2015_3116_3397,0.08352679979879209
2015_3116_3398,0.2950575944342234
2015_3116_3400,0.05743678996913455
2015_3116_3401,0.17569080729791567
2015_3116_3408,0.2874905002138721
2015_3116_3443,0.3443993799031506
2015_3116_3449,0.18640419259335714
2015_3116_3453,0.42726575882349255
2015_3116_3455,0.37336170364648846
2015_3124_3129,0.9982485800502124
2015_3124_3140,0.9984875046870506
2015_3124_3143,0.9631732256667924
2015_3124_3151,0.885021715299854
2015_3124_3163,0.015193253023791535
2015_3124_3169,0.997386184119819
2015_3124_3173,0.9357751040332184
2015_3124_3177,0.947340037132108
2015_3124_3181,0.8826378049848439
2015_3124_3195,0.930443343314236
2015_3124_3199,0.571036481512077
2015_3124_3203,0.8374637569933464
2015_3124_3211,0.9922647455620708
2015_3124_3234,0.9472111543913727
2015_3124_3235,0.9392469170327153
2015_3124_3241,0.9818843982043582
2015_3124_3246,0.868130731840469
2015_3124_3251,0.9964644672043586
2015_3124_3257,0.7746112349248734
2015_3124_3261,0.9959286701439973
2015_3124_3268,0.33436906867561894
2015_3124_3274,0.9752048389943572
2015_3124_3278,0.9698937457032925
2015_3124_3280,0.8186768799737169
2015_3124_3285,0.9985010284492009
2015_3124_3304,0.9813774785716141
2015_3124_3308,0.9981894188151604
2015_3124_3314,0.7366425897907314
2015_3124_3321,0.9580159462228699
2015_3124_3322,0.9994256242402437
2015_3124_3323,0.2899412449120793
2015_3124_3325,0.990602271097374
2015_3124_3326,0.9057308078609639
2015_3124_3328,0.9233617164201934
2015_3124_3329,0.9648001755159373
2015_3124_3333,0.8073648397524756
2015_3124_3338,0.9591062836691783
2015_3124_3343,0.7142139353181822
2015_3124_3346,0.9846994781990421
2015_3124_3353,0.9645436276699771
2015_3124_3355,0.9988101854037804
2015_3124_3366,0.9976059716959391
2015_3124_3371,0.9809978600951655
2015_3124_3376,0.31549843139360784
2015_3124_3378,0.8996626141605139
2015_3124_3383,0.9977191456033055
2015_3124_3390,0.9341154266496927
2015_3124_3393,0.9575226491789386
2015_3124_3397,0.7687472962679509
2015_3124_3398,0.9931981042126904
2015_3124_3400,0.9043859680874107
2015_3124_3401,0.9189189456230565
2015_3124_3408,0.9908913589222386
2015_3124_3443,0.9651105001024634
2015_3124_3449,0.9602323093929864
2015_3124_3453,0.8795649701456543
2015_3124_3455,0.9933734708935261
2015_3129_3140,0.2483016759165087
2015_3129_3143,0.0017327235321538108
2015_3129_3151,0.053470118749483445
2015_3129_3163,0.0007328500273882951
2015_3129_3169,0.12242882759324261
2015_3129_3173,0.11484993222180853
2015_3129_3177,0.04379625460835029
2015_3129_3181,0.0016904445696339656
2015_3129_3195,0.04666448007737755
2015_3129_3199,0.0021059618692080423
2015_3129_3203,0.011163267901745419
2015_3129_3211,0.11417281522708356
2015_3129_3234,0.0023139774143389477
2015_3129_3235,0.03226104187642051
2015_3129_3241,0.16815169781584136
2015_3129_3246,0.001999327780923105
2015_3129_3251,0.37613772827104036
2015_3129_3257,0.002655233839404302
2015_3129_3261,0.1014366435566634
2015_3129_3268,0.001145185507149925
2015_3129_3274,0.05181206431399743
2015_3129_3278,0.026899500477720408
2015_3129_3280,0.005520339679202386
2015_3129_3285,0.40707812170718105
2015_3129_3304,0.04251356212586483
2015_3129_3308,0.3346701986274474
2015_3129_3314,0.001919337097210834
2015_3129_3321,0.02144792285274165
2015_3129_3322,0.3852103040891617
2015_3129_3323,0.0007856320351199885
2015_3129_3325,0.4187061372294511
2015_3129_3326,0.0027903412527167156
2015_3129_3328,0.003326481123855718
2015_3129_3329,0.07102134338687742
2015_3129_3333,0.0030276306488246363
2015_3129_3338,0.03761413577500704
2015_3129_3343,0.01672143479579515
2015_3129_3346,0.20254481369947422
2015_3129_3353,0.01641209247553024
2015_3129_3355,0.2732307195943572
2015_3129_3366,0.2754205105913477
2015_3129_3371,0.0838382224797663
2015_3129_3376,0.00132286586891832
2015_3129_3378,0.004537845281262988
2015_3129_3383,0.3982261742337894
2015_3129_3390,0.002193641519006127
2015_3129_3393,0.01641209247553024
2015_3129_3397,0.0028866245255500292
2015_3129_3398,0.2962786337728218
2015_3129_3400,0.0027557825700994794
2015_3129_3401,0.004702154162422853
2015_3129_3408,0.0718421835936804
2015_3129_3443,0.08192695767313242
2015_3129_3449,0.0044904008420184865
2015_3129_3453,0.10754696091570827
2015_3129_3455,0.09812333230892623
2015_3140_3143,0.0039017598382091326
2015_3140_3151,0.03669659972274357
2015_3140_3163,0.0003840851151304547
2015_3140_3169,0.12557398861505215
2015_3140_3173,0.04965587140312433
2015_3140_3177,0.03240928667617573
2015_3140_3181,0.006479597037165614
2015_3140_3195,0.044205799014778835
2015_3140_3199,0.0014227747166338839
2015_3140_3203,0.03236672097218326
2015_3140_3211,0.157503532619662
2015_3140_3234,0.0050891319223930805
2015_3140_3235,0.07938189878482926
2015_3140_3241,0.0837490189485196
2015_3140_3246,0.004722372975483202
2015_3140_3251,0.34355129042107496
2015_3140_3257,0.002821759603786495
2015_3140_3261,0.37636834050781676
2015_3140_3268,0.0010637858828202145
2015_3140_3274,0.12349319797196462
2015_3140_3278,0.11718693648571002
2015_3140_3280,0.008690600768383485
2015_3140_3285,0.3925362588264883
2015_3140_3304,0.12017315057212098
2015_3140_3308,0.5655822948451699
2015_3140_3314,0.0034991117092739643
2015_3140_3321,0.05439990606542671
2015_3140_3322,0.2372531494720403
2015_3140_3323,0.0013787085721907075
2015_3140_3325,0.3363315445533322
2015_3140_3326,0.007031018886790641
2015_3140_3328,0.009701558952083076
2015_3140_3329,0.08058148001657815
2015_3140_3333,0.003752457834212001
2015_3140_3338,0.08862715633885566
2015_3140_3343,0.001591980140488641
2015_3140_3346,0.0608178454976182
2015_3140_3353,0.06533174494893948
2015_3140_3355,0.20114085771599585
2015_3140_3366,0.259275462838366
2015_3140_3371,0.1790340726745638
2015_3140_3376,0.0003915031008235308
2015_3140_3378,0.0359157451440505
2015_3140_3383,0.5320371360933348
2015_3140_3390,0.003602918782253338
2015_3140_3393,0.06310397949802952
2015_3140_3397,0.009688513934519966
2015_3140_3398,0.24553012100281127
2015_3140_3400,0.008313088646186332
2015_3140_3401,0.0250017793914708
2015_3140_3408,0.19339259483405666
2015_3140_3443,0.08788892081727291
2015_3140_3449,0.028513790388619547
2015_3140_3453,0.13564087872823885
2015_3140_3455,0.15468790676037658
2015_3143_3151,0.3408461897528742
2015_3143_3163,0.0012602614918181788
2015_3143_3169,0.9865693164853292
2015_3143_3173,0.6564539172575135
2015_3143_3177,0.6723566213707622
2015_3143_3181,0.17558892911825352
2015_3143_3195,0.3196425350519341
2015_3143_3199,0.10273104509047254
2015_3143_3203,0.3649750737973958
2015_3143_3211,0.8114366434981287
2015_3143_3234,0.4907879510962584
2015_3143_3235,0.6511992968418389
2015_3143_3241,0.9647089412839182
2015_3143_3246,0.206059248422015
2015_3143_3251,0.9669815698801283
2015_3143_3257,0.4910335498201929
2015_3143_3261,0.9249146089983252
2015_3143_3268,0.025358154379045216
2015_3143_3274,0.9519777113983249
2015_3143_3278,0.6350934203278756
2015_3143_3280,0.566284448732533
2015_3143_3285,0.9965153696958915
2015_3143_3304,0.7963537106837443
2015_3143_3308,0.9967032089424832
2015_3143_3314,0.28358883321517114
2015_3143_3321,0.7304465587239325
2015_3143_3322,0.9971116166385777
2015_3143_3323,0.008324149722828045
2015_3143_3325,0.9885208051563583
2015_3143_3326,0.38567340228429636
2015_3143_3328,0.5985557115538492
2015_3143_3329,0.8520039385132233
2015_3143_3333,0.44665765680228925
2015_3143_3338,0.8502933858962328
2015_3143_3343,0.2829056282126519
2015_3143_3346,0.9535666755192077
2015_3143_3353,0.7691078630056503
2015_3143_3355,0.9873825871731511
2015_3143_3366,0.9954234700285733
2015_3143_3371,0.4743336255083567
2015_3143_3376,0.01060780910830368
2015_3143_3378,0.5431293304987989
2015_3143_3383,0.9983577027955889
2015_3143_3390,0.31130226759213225
2015_3143_3393,0.716861294107644
2015_3143_3397,0.53130831505861
2015_3143_3398,0.9950918343553932
2015_3143_3400,0.36717431312447957
2015_3143_3401,0.5979595646311981
2015_3143_3408,0.9169084236434328
2015_3143_3443,0.8598206631440508
2015_3143_3449,0.6040366900530373
2015_3143_3453,0.4524584648648042
2015_3143_3455,0.9838157280532478
2015_3151_3163,0.0025834943026333303
2015_3151_3169,0.6238855758467969
2015_3151_3173,0.6329684453101249
2015_3151_3177,0.32871600880098356
2015_3151_3181,0.27539527051699925
2015_3151_3195,0.3029708366019862
2015_3151_3199,0.1538004166463393
2015_3151_3203,0.24613895685859008
2015_3151_3211,0.7879435993791416
2015_3151_3234,0.5572029487849284
2015_3151_3235,0.4682794865201722
2015_3151_3241,0.6884186826448325
2015_3151_3246,0.29525324846101925
2015_3151_3251,0.8732174972334049
2015_3151_3257,0.23335977636266114
2015_3151_3261,0.6978963766611646
2015_3151_3268,0.08916320812021628
2015_3151_3274,0.32207109333316297
2015_3151_3278,0.5437813658547932
2015_3151_3280,0.13851188677937315
2015_3151_3285,0.9866602657294695
2015_3151_3304,0.8182691329128354
2015_3151_3308,0.9901256210898266
2015_3151_3314,0.6536707719268482
2015_3151_3321,0.7119384987611371
2015_3151_3322,0.9271282551576775
2015_3151_3323,0.04784917810666138
2015_3151_3325,0.8122018661105221
2015_3151_3326,0.21277508744655316
2015_3151_3328,0.6023220066297713
2015_3151_3329,0.8786042900634199
2015_3151_3333,0.32735730889964837
2015_3151_3338,0.4950784462997365
2015_3151_3343,0.06489646715290086
2015_3151_3346,0.7938079898174131
2015_3151_3353,0.3908495839482713
2015_3151_3355,0.9589479085601655
2015_3151_3366,0.9812526996885181
2015_3151_3371,0.8483792791937766
2015_3151_3376,0.0920716472629079
2015_3151_3378,0.5046642770980845
2015_3151_3383,0.9744327246076474
2015_3151_3390,0.6674229960430094
2015_3151_3393,0.47774764607338993
2015_3151_3397,0.2582364003212462
2015_3151_3398,0.4747009843709624
2015_3151_3400,0.35225492834705074
2015_3151_3401,0.42241448011592336
2015_3151_3408,0.8773012138963339
2015_3151_3443,0.7032617779155085
2015_3151_3449,0.45634190574157757
2015_3151_3453,0.7164112115118394
2015_3151_3455,0.6726272877278409
2015_3163_3169,0.999556394933844
2015_3163_3173,0.9977032789968466
2015_3163_3177,0.9985201932761635
2015_3163_3181,0.9982635102716529
2015_3163_3195,0.9977077620902998
2015_3163_3199,0.9942814139709274
2015_3163_3203,0.9976268697209272
2015_3163_3211,0.9987532782182226
2015_3163_3234,0.9984462964891793
2015_3163_3235,0.9990978801866048
2015_3163_3241,0.9978505144159545
2015_3163_3246,0.9974947361059254
2015_3163_3251,0.9993665926562499
2015_3163_3257,0.9975587451642945
2015_3163_3261,0.9991266488269209
2015_3163_3268,0.9908832231083544
2015_3163_3274,0.9989335809271447
2015_3163_3278,0.9991955825760253
2015_3163_3280,0.9974074640529041
2015_3163_3285,0.9994533423656894
2015_3163_3304,0.9990773357791999
2015_3163_3308,0.9992338144206907
2015_3163_3314,0.9972889517512104
2015_3163_3321,0.9977520028665294
2015_3163_3322,0.999139527890945
2015_3163_3323,0.47091568380768484
2015_3163_3325,0.9964796402079227
2015_3163_3326,0.9985192635362413
2015_3163_3328,0.9972050949372319
2015_3163_3329,0.9985913419204807
2015_3163_3333,0.9978901933859209
2015_3163_3338,0.9983829742572273
2015_3163_3343,0.9802323751237548
2015_3163_3346,0.9978505144159545
2015_3163_3353,0.9990702177358819
2015_3163_3355,0.9994981159281935
2015_3163_3366,0.9990066251667836
2015_3163_3371,0.9988005099399508
2015_3163_3376,0.8587396283017608
2015_3163_3378,0.9978562250638
2015_3163_3383,0.999139527890945
2015_3163_3390,0.9978867393025592
2015_3163_3393,0.9990702177358819
2015_3163_3397,0.9973396672255596
2015_3163_3398,0.9987043653552344
2015_3163_3400,0.9985192635362413
2015_3163_3401,0.9985797627680262
2015_3163_3408,0.9995798281053003
2015_3163_3443,0.9979160175338849
2015_3163_3449,0.998515114331911
2015_3163_3453,0.9981069042986592
2015_3163_3455,0.999293014159559
2015_3169_3173,0.35562446938038395
2015_3169_3177,0.1625900085938227
2015_3169_3181,0.027922247686169147
2015_3169_3195,0.08144593241099932
2015_3169_3199,0.0058840073899403674
2015_3169_3203,0.1176536554999889
2015_3169_3211,0.6066132420469981
2015_3169_3234,0.006993676858833525
2015_3169_3235,0.1728336058156287
2015_3169_3241,0.35391198105357924
2015_3169_3246,0.007725398462043905
2015_3169_3251,0.6043101214111136
2015_3169_3257,0.012312029984332487
2015_3169_3261,0.49919490077600415
2015_3169_3268,0.002712698343076753
2015_3169_3274,0.2914587634992716
2015_3169_3278,0.24341860296595727
2015_3169_3280,0.07880443606058311
2015_3169_3285,0.7405142513023731
2015_3169_3304,0.16950705845870462
2015_3169_3308,0.6708112540299068
2015_3169_3314,0.013572712045544843
2015_3169_3321,0.40610884061942254
2015_3169_3322,0.7936263197254876
2015_3169_3323,0.0010417863184577823
2015_3169_3325,0.9251762717002309
2015_3169_3326,0.1399386561519426
2015_3169_3328,0.049195522857525986
2015_3169_3329,0.35748470604479654
2015_3169_3333,0.09298478365755654
2015_3169_3338,0.20308536712882472
2015_3169_3343,0.02563825288234464
2015_3169_3346,0.33131035278713883
2015_3169_3353,0.2455318340376627
2015_3169_3355,0.7452771224537942
2015_3169_3366,0.5952009919597561
2015_3169_3371,0.6550695005655701
2015_3169_3376,0.0008764011184894416
2015_3169_3378,0.08269286175580456
2015_3169_3383,0.8661365171192198
2015_3169_3390,0.012753473157347331
2015_3169_3393,0.31989087302164015
2015_3169_3397,0.01488046242094821
2015_3169_3398,0.5930075948623366
2015_3169_3400,0.1173562445947167
2015_3169_3401,0.11663634525915653
2015_3169_3408,0.28128579375069834
2015_3169_3443,0.6625085091919368
2015_3169_3449,0.11195081403117735
2015_3169_3453,0.6741546229537064
2015_3169_3455,0.764762429266019
2015_3173_3177,0.2645553326206605
2015_3173_3181,0.1438652868756085
2015_3173_3195,0.35570018729603714
2015_3173_3199,0.08712985262450844
2015_3173_3203,0.21482513543785162
2015_3173_3211,0.54757244603381
2015_3173_3234,0.3803295716151712
2015_3173_3235,0.4032091463204102
2015_3173_3241,0.7835741677406923
2015_3173_3246,0.16112292770160702
2015_3173_3251,0.5740615688873189
2015_3173_3257,0.2515747296029837
2015_3173_3261,0.8344856173272782
2015_3173_3268,0.04753475326534347
2015_3173_3274,0.244612641134101
2015_3173_3278,0.34020186000842056
2015_3173_3280,0.2791013541308212
2015_3173_3285,0.986840403478496
2015_3173_3304,0.42503255217412295
2015_3173_3308,0.985727670492276
2015_3173_3314,0.4399472777415494
2015_3173_3321,0.4971166652908368
2015_3173_3322,0.8475766215999953
2015_3173_3323,0.016242848290028318
2015_3173_3325,0.8959181384399926
2015_3173_3326,0.12176604486876536
2015_3173_3328,0.21535194201712862
2015_3173_3329,0.5245415237098475
2015_3173_3333,0.3243992934131853
2015_3173_3338,0.5542734102824697
2015_3173_3343,0.06621791041759809
2015_3173_3346,0.74831553885814
2015_3173_3353,0.32502713253638504
2015_3173_3355,0.9287318201652132
