id,target
639,7.5068045
641,7.048679
642,7.5817347
644,7.938054
645,7.836196
646,7.3235707
647,7.5302286
649,7.2367625
650,7.449731
651,7.407104
653,7.377658
655,7.5046363
656,7.499756
662,7.6879225
669,7.40193
670,7.4095073
673,7.809111
674,7.5076985
675,7.22252
685,7.264235
688,7.9289923
689,7.0015683
690,7.474368
691,7.308598
696,7.0948706
698,7.685396
700,7.269583
701,7.233656
702,7.5454545
703,7.345436
704,7.4191923
706,7.428826
708,7.50213
716,7.4515386
717,7.6708007
718,7.4848294
719,7.5951915
720,7.3075266
721,7.765355
723,6.968472
725,7.4519806
726,6.8080516
728,7.565429
730,7.3440623
731,7.5725985
734,7.1979074
736,7.759506
739,7.4413304
743,7.271613
747,7.245083
749,7.416698
752,7.2467566
759,7.59127
763,7.428026
764,7.149432
765,7.3628206
766,7.8898973
769,7.295152
776,7.3464746
778,7.1240897
783,7.340095
784,7.303236
787,7.3602448
791,7.63402
792,7.6927266
796,7.5970855
799,7.3166385
800,7.4987345
801,7.310391
803,7.4632435
804,7.126642
805,7.644438
806,7.142869
807,7.3332314
809,7.8581157
811,7.884289
813,7.725947
814,7.7984796
815,7.3694167
816,7.5323954
818,7.326241
822,7.355451
828,7.359601
831,7.1113906
832,7.2396784
834,7.762249
835,7.4802933
836,7.499741
838,7.7282143
839,7.8407917
842,7.150813
845,7.671327
846,7.5959044
848,7.354948
852,7.329921
856,7.31186
857,7.5985637
860,7.449972
869,7.2210836
871,7.8124027
876,7.430131
885,6.921886
887,7.469468
888,7.5921283
889,7.5225244
891,7.562465
895,7.62724
902,7.4124255
903,7.6726413
905,7.6453934
907,7.366492
908,6.894852
909,7.592963
910,7.1182103
911,7.9810343
913,7.0154634
914,7.476746
916,7.449058
917,7.4501705
919,7.2821584
923,7.4989314
924,7.6461673
925,7.476684
926,7.356604
929,7.5344615
930,7.704444
931,7.282571
936,7.4589505
937,7.5084405
947,7.3282943
949,7.1053853
952,7.2956266
955,7.1123133
956,7.625182
961,7.459321
963,7.4748235
964,7.453968
966,7.5704136
968,7.4160576
969,7.6247888
971,7.491782
974,7.701424
980,7.676593
981,7.4868393
982,7.4546328
983,7.4640784
984,7.4171944
986,7.161228
992,7.5093503
993,7.270006
994,7.375561
998,7.6892653
999,7.6309857
1004,7.6933293
1006,7.4852934
1007,7.581921
1011,7.532393
1012,7.7307467
1014,7.3458295
1020,7.759583
1021,7.542784
1023,7.508361
1025,7.2323685
1026,7.2460985
1027,7.5265813
1033,7.835487
1034,7.3784547
1038,7.4548206
1040,7.380036
1043,7.239551
1045,7.7871923
1046,7.2892766
1048,7.443005
1049,7.712652
1052,7.532889
1054,7.3542566
1055,7.4246483
1056,7.477096
1058,7.279046
1060,7.3187065
1064,7.2268724
1067,7.473771
1069,7.1473265
1070,7.561096
1072,7.2470036
1077,7.3950624
1082,7.3700466
1086,7.7500367
1091,7.598964
1093,7.4238834
1097,7.1332254
1101,7.25136
1104,7.37686
1106,7.450285
1107,7.7858624
1109,7.4988184
1113,7.388814
1115,7.2974334
1119,7.7511387
1120,7.5430384
1123,6.7138515
1131,7.561755
1132,7.6288257
1134,7.3139706
1136,7.274222
1137,7.5277
1138,7.353688
1139,7.546441
1141,7.5562105
1143,7.318028
1144,7.2193313
1145,7.7400074
1149,7.2956486
1150,7.6782484
1153,7.3462462
1155,7.3524084
1160,7.492852
1163,7.3533506
1165,7.2893744
1166,7.671066
1169,7.5693
1172,7.6566815
1173,7.305074
1175,7.1555815
1177,7.9515724
1182,7.545989
1184,7.4708977
1186,7.2846317
1188,6.964932
1193,7.3488393
1196,7.0086374
1198,7.1506033
1199,7.692828
1202,8.124479
1203,7.4926763
1208,7.6500473
1210,7.193851
1211,7.4235635
1213,7.677504
1221,7.76623
1222,7.2078424
1226,7.2753325
1227,7.3131804
1229,7.3622117
1230,7.6205482
1231,7.345613
1232,7.2225127
1233,7.2117095
1234,7.61199
1236,7.226214
1237,7.5345316
1241,7.6366973
1242,7.6719003
1243,7.590792
1247,7.2164984
1250,7.584858
1251,7.3962417
1254,7.6955366
1258,7.738237
1259,7.2868223
1260,7.2817793
1262,7.4874315
1265,7.143993
1267,7.3466563
1268,6.9364533
1270,7.8103895
1271,7.4183927
1272,7.637122
1275,7.511651
1276,7.4325757
1278,7.725443
1281,7.4596186
1282,7.5062747
1283,7.437156
1284,7.3029118
1286,7.387987
1288,7.75871
1291,7.5332127
1293,7.357171
1294,7.5542965
1295,7.7283645
1299,7.4713974
1301,7.3028555
1302,7.099871
1303,7.4379315
1306,7.3276076
1308,7.222886
1310,7.2720404
1311,7.549889
1314,7.5567923
1317,7.512672
1319,7.040533
1323,7.2422094
1325,7.6964865
1331,7.3656945
1332,7.6861663
1335,7.4512024
1337,7.1277113
1338,7.10949
1340,7.446027
1341,7.0525265
1343,7.485166
1345,7.2871847
1346,7.376289
1347,7.530569
1349,7.575633
1351,7.663084
1357,7.4048524
1364,7.1626863
1365,7.491109
1366,7.259096
1369,7.438371
1371,7.283928
1373,7.4973145
1382,7.3294578
1385,7.526838
1386,7.6100597
1389,7.2426696
1392,7.7742543
1394,7.3621864
1398,7.6123314
1400,7.2100415
1401,7.3329973
1403,6.9549117
1405,7.9246984
1406,7.57131
1413,7.4083667
1414,7.330079
1415,7.377149
1420,7.4347157
1421,7.3227777
1423,7.4096766
1426,7.4354815
1427,7.360229
1428,7.2141285
1429,7.4831934
1430,7.3893437
1431,7.1091204
1432,7.6205125
1434,7.393798
1435,7.643515
1436,7.784986
1439,7.850221
1443,7.1868224
1444,7.425104
1445,7.249878
1447,7.807347
1450,7.3542004
1451,7.7107615
1452,7.473012
1453,7.4319663
1454,7.474146
1455,7.4634566
1457,7.176132
1459,7.2920485
1466,7.5426655
1467,7.6392264
1468,7.5528626
1469,7.6720333
1472,7.47475
1475,7.2124877
1476,7.8014326
1477,7.749502
1483,7.6585517
1484,7.5170503
1485,7.5491443
1488,7.5845227
1491,7.6365232
1494,7.441561
1498,7.326344
1502,7.3988204
1503,7.535154
1506,7.320927
1509,7.824444
1511,7.2306275
1516,7.272606
1518,7.5812984
1519,7.4463644
1523,7.8685665
1526,7.528717
1532,7.5192013
1535,7.704164
1538,7.2552724
1539,7.460005
1541,7.365648
1543,7.407039
1544,7.5958986
1546,7.9937587
1547,7.1924396
1548,7.2848487
1555,7.290941
1556,7.676387
1558,7.4935637
1559,7.6011615
1561,7.3210845
1562,7.536828
1564,7.4501853
1567,7.4073377
1568,7.071854
1569,7.589133
1575,7.2745123
1576,7.0935946
1578,7.779431
1583,7.4057245
1584,8.361406
1587,8.068579
1595,7.6323667
1596,7.428217
1597,7.119128
1601,7.126078
1604,7.9415374
1611,7.4906545
1613,7.2957892
1615,7.312476
1616,7.564979
1620,7.2908745
1622,7.622269
1626,7.143956
1628,6.9102116
1629,7.4400887
1633,7.533561
1635,7.543974
1636,7.8672514
1637,7.4932656
1640,7.2744946
1642,7.518024
1643,7.27818
1644,7.399662
1646,7.55323
1647,7.4957137
1648,7.4941835
1654,7.3094425
1657,7.2453127
1658,7.276605
1661,6.768947
1668,7.142661
1669,7.882331
1670,7.5461235
1672,7.113805
1675,7.348847
1676,7.58054
1678,7.3578644
1679,7.4618645
1684,7.515884
1686,7.236777
1691,7.2643466
1692,7.369259
1697,7.6913824
1699,7.6648183
1700,6.9971642
1703,7.527242
1704,7.3600135
1707,7.616839
1708,7.80543
1711,7.340829
1713,6.9035597
1714,7.712044
1717,7.496391
1721,7.1616783
1723,7.028734
1724,7.580547
1727,7.5313582
1728,7.3324966
1731,7.624715
1735,7.752132
1736,7.481033
1738,7.39041
1740,7.076686
1741,7.6877365
1743,7.4963493
1744,7.4350405
1745,7.539452
1746,7.531605
1747,7.559286
1750,7.4367223
1753,7.6353917
1760,7.4256682
1762,7.487577
1763,7.228731
1764,7.2390056
1766,8.077983
1767,7.474259
1769,7.579797
1770,7.5311613
1773,7.163672
1775,7.1596723
1779,7.4638243
1785,7.4569087
1786,7.6799517
1787,7.2414308
1791,7.3822675
1794,7.847181
1795,7.53508
1801,7.265843
1805,7.5504646
1811,8.059093
1815,7.48019
1816,7.334131
1820,7.404076
1822,7.4901557
1823,7.520012
1824,7.5287685
1825,7.2142076
1826,7.0439887
1829,7.3361516
1831,7.6489544
1834,7.8816814
1835,7.42894
1837,7.5660877
1839,7.2477612
1850,7.5695534
1851,7.510169
1852,7.7530575
1853,7.662602
1854,7.3709855
1855,7.737624
1857,7.467801
1859,7.2603908
1860,7.350379
1861,7.0059285
1864,7.3521776
1865,7.501432
1867,7.6435337
1871,6.881592
1872,7.44711
1873,7.3064036
1875,7.365682
1876,7.53125
1880,7.2925887
1882,7.4427314
1883,7.58987
1885,7.314665
1888,7.655355
1894,7.4331875
1902,7.6093736
1903,7.6438556
1908,6.9700704
1910,7.611881
1915,7.1999116
1921,7.688334
1923,7.3464265
1929,7.500158
1930,7.430753
1932,7.543977
1935,7.322452
1936,7.4316993
1937,7.4839997
1938,7.433489
1939,7.532256
1945,7.4286304
1947,7.519107
1950,7.240094
1952,7.581075
1955,7.3448944
1962,7.31535
1963,7.251705
1964,7.4694176
1967,7.5555673
1968,7.598146
1969,7.5931635
1972,7.209196
1974,7.1421375
1977,7.545118
1978,7.747352
1979,8.082788
1982,7.8971863
1984,7.206831
1985,7.3951654
1988,7.2028356
1989,7.1456213
1992,7.8463807
1994,7.5257144
1995,7.575565
1996,7.689732
2001,7.571858
2003,7.317209
2007,7.4575386
2008,7.4376373
2010,7.667828
2011,7.500688
2012,7.642216
2014,7.6657796
2015,7.302443
2017,7.580508
2018,7.321192
2020,7.879789
2023,7.480629
2024,7.5703883
2025,7.4570003
2028,7.331505
2029,7.476553
2033,7.501985
2034,6.854934
2035,7.290014
2036,7.283537
2037,7.2996264
2038,7.4965196
2039,7.2840333
2045,7.3852453
2046,7.398476
2052,7.3540792
2059,7.34617
2063,7.633777
2064,7.3591337
2065,7.3860354
2066,7.502021
2069,7.289528
2078,7.548042
2082,7.555734
2086,7.3949165
2090,7.7474146
2095,7.5603747
2097,7.210796
2100,7.4708786
2101,8.073565
2103,7.2724805
2104,7.5381618
2105,7.6474977
2107,7.1706953
2108,7.7831836
2109,7.5348473
2111,7.1402187
2112,7.8209014
2114,7.4991336
2115,7.538669
2116,7.365727
2117,7.4408126
2118,7.159683
2119,7.2864895
2120,7.4153695
2121,7.1909804
2122,7.360738
2123,7.357505
2124,7.446059
2126,7.098036
2129,7.4765625
2130,7.280546
2131,7.398374
2134,7.5917525
2136,7.3825755
2137,7.291985
2141,7.2072845
2142,7.362404
2148,7.4789886
2150,7.5257244
2153,7.8735347
2154,7.723468
2155,7.6895356
2156,7.628611
2158,7.487157
2159,7.452405
2164,7.6265798
2165,7.7711654
2166,7.257681
2170,7.332308
2174,7.441715
2175,7.5040007
2178,7.4555745
2179,7.345998
2184,7.620207
2185,7.61162
2186,6.9678636
2190,8.052263
2195,7.0525403
2196,7.0905
2197,7.5101547
2198,7.1997504
2199,7.590924
2201,7.2687473
2203,7.4731264
2204,7.2867007
2205,7.153777
2206,7.6424017
2211,7.431692
2214,7.2163243
2216,7.463609
2217,7.440601
2218,7.244085
2219,7.0400743
2220,7.4147115
2221,7.614372
2222,7.2496977
2224,7.5078235
2227,7.413313
2231,7.352409
2236,7.2797446
2237,7.577883
2238,7.3166122
2240,7.8936343
2242,7.939901
2246,7.5297985
2248,7.5308695
2253,7.702475
2254,7.726356
2256,7.763899
2260,7.327246
2264,7.2886844
2267,7.4061093
2269,7.6052537
2270,7.5167346
2271,7.245986
2276,7.5248632
2280,7.5248556
2281,7.564108
2284,7.5881705
2286,7.354236
2288,7.593407
2289,7.4752846
2295,7.279982
2302,7.6463957
2307,7.1507235
2308,7.0790987
2309,8.226677
2310,7.4851303
2312,7.486308
2316,7.513092
2321,7.854364
2323,7.469427
2326,7.326716
2327,7.4270315
2329,7.5362945
2330,7.636149
2331,7.0343976
2334,7.4196715
2337,7.4749556
2338,7.3666387
2342,7.261666
2346,7.608002
2350,7.6239824
2351,7.736718
2355,7.611888
2356,7.240581
2357,7.566776
2359,7.4619517
2361,7.6911497
2365,7.399238
2369,7.5056396
2372,7.4879556
2377,7.5083995
2379,7.7398887
2380,7.292888
2381,7.645288
2383,7.169861
2388,7.5527844
2389,7.4993157
2390,7.389559
2392,7.4388866
2393,7.7061186
2396,7.334289
2398,7.385934
2399,7.5697
2400,7.5021935
2402,7.2573776
2404,7.330422
2406,7.847038
2410,7.5763254
2413,7.4115214
2417,7.520599
2420,7.527351
2421,7.494735
2425,7.7666874
2434,7.3223634
2435,7.3164787
2438,7.457937
2439,7.6697044
2443,7.405593
2445,7.689881
2446,7.261984
2448,7.304015
2451,7.5278254
2452,7.1055546
2453,7.6442585
2455,7.3900013
2457,8.003189
2458,7.5143733
2460,7.0840654
2462,7.624462
2464,7.6697817
2465,7.46745
2470,7.189227
2475,7.6022725
2476,7.605446
2478,7.311026
2485,7.0423403
2486,7.50572
2487,7.185624
2489,7.5452204
2493,7.435367
2494,7.7062073
2497,7.271764
2499,7.571547
2500,7.9792557
2505,7.441163
2506,7.6875787
2511,7.021163
2514,7.2486277
2515,7.630306
2518,7.517798
2523,7.8162217
2524,7.1536694
2526,7.414191
2529,7.034418
2533,7.573876
2537,7.335174
2538,7.4640083
2540,7.2707257
2542,7.9716015
2544,6.847417
2545,7.3208036
2547,7.9675508
2550,7.2388434
2551,7.223446
2555,7.487136
2558,7.4728804
2559,7.6118174
2560,7.6763415
2563,7.7869687
2572,7.2365203
2573,7.2604294
2574,7.3166327
2575,7.6007867
2576,7.452587
2578,7.550972
2579,7.153658
2584,7.562304
2585,7.307326
2587,7.502082
2589,7.6242146
2594,7.5340905
2595,7.6158767
2597,7.5104637
2598,7.2434916
2602,7.572824
2603,7.4574857
2604,7.6381297
2606,7.4283285
2607,7.0532236
2608,7.500229
2610,7.5675554
2611,7.6727386
2614,7.6005936
2617,7.095632
2620,6.989594
2624,7.444181
2625,7.5917335
2626,7.6694574
2627,7.766814
2629,7.418022
2630,7.4535794
2632,7.6695275
2638,7.761352
2639,7.4620595
2648,7.999115
2649,7.1338487
2655,7.436857
2656,7.311995
2657,7.764831
2659,7.4983993
2660,6.91414
2661,7.5494246
2663,7.324064
2665,7.3794665
2668,7.6789
2670,8.104787
2674,7.9307423
2675,7.338093
2680,7.539052
2682,7.1335416
2683,7.325726
2684,7.5883827
2687,7.276349
2688,7.3999095
2689,7.1903267
2690,7.7745366
2691,7.1644726
2693,7.6042137
2694,7.32193
2699,7.37702
2702,7.3191137
2703,7.301883
2709,7.524621
2716,7.4699616
2717,7.1424456
2719,7.412903
2721,7.4651375
2722,7.715847
2732,7.469828
2735,7.305692
2739,7.6053452
2743,7.536789
2744,7.3548503
2747,7.5070095
2748,7.3857675
2750,7.606077
2752,7.5299897
2753,7.3186255
2755,7.5297565
2756,7.440316
2759,7.291397
2761,7.634884
2762,7.0960326
2763,7.2954335
2764,7.526746
2770,7.359405
2771,7.0917563
2772,7.6172495
2773,7.637884
2775,7.72745
2780,7.162954
2782,7.148148
2783,7.4928026
2789,7.4224377
2796,7.491858
2798,7.453316
2799,7.1756186
2800,7.4748235
2806,7.5435495
2807,7.509304
2814,7.4142756
2817,7.2306533
2818,7.6914253
2820,7.398666
2821,7.563451
2822,7.227217
2826,7.4578905
2827,7.785819
2828,7.4663916
2830,7.595087
2831,7.527795
2832,7.4308414
2841,7.5773273
2842,7.515696
2848,7.366485
2849,7.594952
2851,7.3064265
2852,7.1839423
2853,7.1022787
2854,7.449941
2860,7.014295
2862,7.6440454
2865,7.398023
2866,7.5518394
2867,7.1302905
2870,7.5025105
2875,7.8961115
2877,7.534175
2878,7.4911127
2879,7.098367
2882,7.465518
2883,7.5153093
2884,7.2789927
2885,7.4972444
2886,7.5275764
2887,7.8309517
2889,7.83919
2890,7.255586
2895,7.418055
2896,7.63475
2897,7.480601
2899,7.680858
2902,7.5019584
2908,7.755713
2914,7.177185
2916,7.3996058
2917,7.353449
2918,7.53211
2920,7.4031944
2922,7.578367
2925,7.328478
2928,7.2144895
2929,7.3441696
2932,7.4606543
2933,7.260077
2934,7.4956174
2935,7.2507424
2936,7.3588142
2937,7.588161
2939,7.5698338
2943,7.448106
2946,7.3015046
2949,7.163538
2950,7.635598
2951,7.321876
2953,7.377649
2959,7.620804
2963,7.7029905
2967,7.6077867
2970,7.5927615
2974,7.2701206
2977,7.657072
2980,7.4731336
2981,7.3808446
2986,7.469718
2987,7.1256943
2988,7.1701446
2991,7.452663
2993,7.8652062
2994,7.4825172
2995,7.450932
2996,7.3527517
3001,7.3224626
3003,7.815138
3005,7.8782744
3008,7.1686316
3009,7.639018
3010,7.194521
3011,7.469571
3012,7.4593744
3017,7.71412
3020,7.11502
3021,7.6250815
3022,7.3819427
3027,7.619396
3030,7.4273324
3031,7.2527747
3032,7.3590193
3033,7.3342543
3035,7.743352
3038,7.4038253
3040,7.5250416
3043,7.2187223
3045,7.9226613
3046,7.385797
3057,7.396218
3058,7.9083548
3059,7.306012
3061,7.501797
3062,7.5371037
3063,7.491167
3064,7.6036863
3067,7.3112516
3068,7.403378
3070,7.1475844
3074,7.7782364
3076,7.2718625
3077,7.767081
3078,7.9031425
3079,7.5616
3082,7.190106
3083,7.5508747
3084,7.5222917
3088,7.5415163
3089,7.2063613
3090,7.7535706
3091,7.675449
3092,7.604196
3093,7.6023684
3097,7.528236
3098,7.096956
3099,7.441728
3104,7.5321593
3105,7.3717346
3106,7.6558976
3108,7.6439457
3110,7.223905
3112,7.3692884
3113,6.80988
3114,7.3777156
3117,7.496483
3118,7.5713134
3122,7.4158254
3124,7.575374
3126,7.343394
3129,7.426103
3131,7.3041477
3133,7.4148707
3135,7.4428325
3138,7.5211835
3140,7.3701897
3146,7.507686
3152,7.817041
3156,7.587253
3157,7.0702205
3158,7.1647806
3159,7.361661
3160,7.1929693
3164,7.63698
3172,7.2250504
3174,7.4444547
3175,7.3281894
3177,7.311138
3183,7.3310456
3190,7.8366494
3192,7.9455686
3195,7.1841207
3196,7.3149886
3203,7.374233
3208,7.2068157
3209,7.539526
3210,7.447274
3211,7.4543834
3215,7.750649
3216,8.014826
3218,7.492677
3220,7.6635666
3224,7.4971075
3231,7.2269835
3234,7.5475564
3235,7.570625
3236,7.356891
3237,7.2049937
3239,7.4090548
3242,7.392987
3245,7.163462
3251,7.4639792
3254,7.3751006
3256,7.8333573
3258,7.237903
3260,7.428602
3267,7.23617
3268,7.355466
3270,7.377438
3272,7.45147
3273,7.19509
3274,7.627165
3276,7.4689336
3277,7.584905
3279,7.46105
3280,7.4988713
3282,7.3856273
3283,7.3473845
3286,7.4386444
3288,7.8239374
3290,7.189686
3296,7.7510304
3298,7.2814245
3301,7.3442388
3302,7.2536397
3304,7.512569
3305,6.563004
3309,7.207986
3311,7.511827
3316,7.2208633
3317,7.5383973
3318,7.3508177
3328,7.3491015
3330,7.542164
3331,7.194979
3332,7.1838965
3334,7.253417
3337,7.154196
3338,7.671707
3343,7.981817
3346,7.4507275
3353,7.299509
3354,7.8564405
3360,7.3001695
3366,7.309465
3367,7.682396
3370,7.1821265
3371,7.6781297
3372,7.3408875
3374,7.341498
3376,7.3059516
3378,7.4227977
3379,7.422827
3382,7.7305827
3383,7.334501
3385,7.964614
3386,7.2428975
3396,7.67066
3400,7.733002
3401,7.533629
3403,7.529598
3408,7.2704673
3412,7.456141
3415,7.420186
3416,7.463429
3420,7.1834226
3422,7.4186172
3424,7.5066113
3427,7.257319
3428,7.6759915
3430,7.524048
3431,7.605383
3432,7.173941
3440,7.6368384
3441,7.8000045
3442,7.201237
3444,7.5849786
3445,7.2131333
3446,7.3577313
3449,7.3553505
3453,7.1921544
3454,7.55845
3459,7.409745
3462,7.140779
3463,7.2993217
3464,7.1765633
3465,7.5451846
3469,7.2726984
3470,7.4317956
3471,7.339483
3472,7.6989813
3476,7.2653074
3477,7.3201213
3479,7.55022
3493,7.6005673
3494,7.8095326
3496,7.373779
3497,7.635974
3498,7.4856944
3502,7.365259
3505,7.4870663
3506,7.6949725
3508,7.8359036
3512,7.048158
3513,7.3416085
3514,7.3449764
3518,6.756747
3520,7.742426
3524,7.0752397
3525,7.4872313
3529,7.4678984
3530,7.4061728
3532,7.382934
3535,7.730571
3539,7.2758346
3540,7.3735847
3543,7.5821924
3547,7.7443137
3548,7.321262
3549,7.541341
3558,7.1756063
3561,7.4824305
3562,7.2985573
3565,7.4696455
3568,7.2416673
3570,7.071043
3581,7.3577003
3585,7.3982654
3586,7.916175
3589,7.6418543
3591,8.007714
3592,7.591023
3598,7.086124
3602,7.4739027
3603,7.196342
3606,7.4437933
3610,7.2978835
3611,7.4051437
3612,7.794671
3614,7.5651655
3619,7.3499675
3620,7.3442783
3622,7.817159
3624,7.6488314
3628,7.2747707
3630,7.355119
3639,7.312218
3642,7.2077045
3649,7.286806
3650,7.29147
3651,7.4726634
3652,7.263757
3654,7.5748334
3657,7.4659753
3661,7.8164473
3662,7.6184983
3664,7.6969757
3670,7.393573
3673,7.403744
3677,7.4095383
3678,7.0432286
3679,7.7392235
3682,7.74694
3683,7.5552244
3686,7.1065445
3687,7.290272
3690,7.8562107
3692,7.405912
3694,7.0925617
3697,7.2931504
3698,7.137025
3701,7.5480943
3702,7.5190716
3703,7.5975933
3709,7.6566315
3712,7.546377
3717,7.0229034
3722,7.5074296
3726,7.0403476
3731,7.3278036
3735,7.7269025
3736,7.094615
3737,7.299625
3740,6.780276
3741,7.3854446
3742,7.629096
3743,7.1377826
3746,7.405524
3749,7.846199
3750,7.3087
3754,7.1863947
3758,7.3590684
3759,7.8003325
3760,7.4309573
3766,7.7198896
3767,7.2917647
3768,7.105679
3775,7.5922995
3777,7.241071
3778,7.8815017
3779,7.3026366
3787,7.345254
3788,7.4636645
3789,7.718002
3791,7.634436
3792,7.744872
3793,7.789287
3799,7.474345
3800,7.2711143
3804,7.2365866
3805,7.5034537
3809,7.32302
3812,7.245968
3813,7.55043
3815,7.0638223
3816,7.6746426
3817,7.928871
3818,7.5428047
3820,7.5227356
3822,7.9420123
3830,7.15394
3832,7.3107023
3834,7.4725957
3835,7.6291947
3837,7.751597
3838,7.356942
3840,7.4429255
3845,7.5038495
3847,7.584281
3848,7.0014734
3849,7.3097253
3850,7.454955
3851,7.5062885
3854,7.2256465
3856,7.609687
3858,7.8007708
3859,7.8359303
3860,7.4722767
3861,7.7618675
3862,7.9941425
3864,7.7247653
3865,7.410106
3866,7.043371
3869,7.794839
3872,7.220953
3874,7.445451
3876,7.8103395
3879,7.382528
3880,7.623837
3882,7.80408
3883,8.064937
3884,7.507132
3890,7.7418547
3892,7.2978773
3897,7.2746835
3899,7.329776
3903,7.3356237
3906,7.4089937
3911,7.230489
3915,7.566369
3916,7.3640294
3918,7.28748
3919,7.4195905
3922,7.6051064
3926,7.4147463
3930,7.5285215
3937,7.5858088
3940,7.4779973
3943,7.432672
3956,7.518141
3957,7.4774523
3961,7.556748
3962,7.4932585
3964,7.4874015
3967,7.4873624
3969,7.5388684
3970,7.12343
3972,7.4224534
3975,7.555492
3980,7.5869064
3981,8.072914
3982,7.608738
3983,7.5330906
3988,7.4161115
3989,7.7628603
3994,7.29172
4002,7.5323596
4003,7.2513537
4004,7.557547
4006,7.3878026
4009,7.4220495
4011,7.600292
4012,7.3412333
4015,7.9260745
4016,7.13157
4018,7.565628
4021,7.2884107
4023,7.482778
4024,7.550939
4026,7.5428557
4027,7.5831156
4028,7.7167163
4029,7.466459
4032,7.414687
4033,7.545174
4036,7.470153
4038,7.2512484
4040,7.628604
4042,7.5727005
4043,7.518108
4045,7.829712
4048,7.597154
4050,7.2565527
4051,7.391383
4056,7.2967963
4060,7.8272786
4066,7.6896777
4068,8.156424
4070,7.282654
